ID,EC50,ION_ACTIVITY,ACTUAL_200,ACTUAL_500,ACTUAL_1000,M2_200_90,M5_500_40,M5_500_130,M5_500_250,M5_1000_210,LOGC_500,SMILE
MMV666020,1.969,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.023559371,0.002502919,0.000629019,0.001183606,0.000107156,0.05105736,Cc1ccc(OCCCCCCNCCO)c(C)c1
MMV666021,0.0944,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.99905175,0.99947232,0.999960184,1,0.999897003,0.817200787,Cc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2
MMV666022,0.83,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.022170052,0.002437842,0.000706298,0.001776991,0.999934316,0.031899985,COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O
MMV666023,0.0368,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999876738,0.999999881,1,0.999877691,0.936149496,C(c1ccccc1)n2c(N=Nc3c(Nc4ccccc4)ccc5ccccc35)nc6ccccc26
MMV666025,1.26,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001968167,0.002963432,0.000607792,0.001601392,1.50E-05,0.023857499,OC(Cn1nnc2ccccc12)Cn3c4ccc(Br)cc4c5cc(Br)ccc35
MMV666026,3.84,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.046828151,0.002788984,0.000691091,0.00083791,2.43E-05,0.116169796,COc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2
MMV666054,0.513,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005558413,0.002646405,0.000852576,0.004186584,0.999868751,0.015176019,COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O
MMV666057,0.610735136,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.003456288,0.001941268,0.000545434,0.014464728,0.99998343,0.010100199,Clc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3)c(Cl)c1
MMV666060,0.848636956,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.009755699,0.00246307,0.000615864,0.000850952,0.999974728,0.002864511,COc1ccc(CN2CCCC(C2)C(=O)c3ccc(cc3)C(F)(F)F)c(O)c1
MMV666061,0.53,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.006719236,0.002109423,0.000762192,0.001614983,0.999899626,0.002287979,COc1cccc(O)c1CN2CCC3(CCCN(Cc4ccc(F)cc4)C3)C2
MMV666062,0.282,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.999769509,0.999768317,1,1,0.999950409,0.953310326,Cc1ccc(cc1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccccc5)c6ccccc6)c7ccccc7)c8ccccc8
MMV666067,0.663,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.029603301,0.002344167,0.000480109,0.000802957,0.999995708,0.024780303,COc1ccc(CNC2CCN(CC2)c3ccc(NC(=O)c4cccc(Cl)c4)cc3)cc1OC
MMV666069,1.43,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.074702665,0.002774561,0.00075824,0.001632201,5.70E-05,0.008028852,COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1
MMV666070,1.326938908,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001159272,0.002628024,0.000658004,0.00087072,0.000100288,0.006002954,FC(F)(F)c1cccc(CNC2CCN(CC2)c3ccc(cc3)C(=O)NC4CCCC4)c1
MMV666071,1.424964675,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.019126739,0.001376107,0.000572501,0.004150617,0.000125947,0.039435184,Cc1oc(CN2CCC(CC2)C(=O)Nc3ccc(cc3)c4cc5ccccc5[nH]4)cc1
MMV666072,1.488291423,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.070904091,0.002684081,0.000806452,0.008760659,4.09E-05,0.003350333,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1
MMV666075,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.002073736,0.002084216,0.000715555,0.001344363,0.000121271,0.01030024,COc1ccc(cc1)C2N(C)c3ccccc3N2C
MMV666079,1.31,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.016499555,0.002538137,0.000586488,0.010668876,1.55E-05,0.05591457,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1
MMV666080,1.17,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.056343645,0.002759682,0.000497069,0.001502846,1.81E-06,0.035233681,Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4
MMV666081,0.63,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.00021061,0.002635271,0.000616865,0.002447921,0.999883056,0.047565686,CCCc1c(C)nc2ccccc2c1O
MMV666093,1.333,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.008755443,0.001954588,0.000588355,0.000612607,2.22E-06,0.019524108,CCCC(N1CCN(CC1)C(=O)c2occc2)c3nnnn3C4CCCCC4
MMV666095,1.19,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.002357652,0.002293557,0.000729884,0.005579303,5.99E-06,0.040860264,CCCc1c(C)nc2ccc(Br)cc2c1O
MMV666101,0.148,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999837399,1,0.999999762,0.999976873,0.986171816,COc1ccc(cc1)C2=C(c3ccc(OC)cc3)C4(C5C(C(=O)N(C5=O)c6ccc(C)cc6)C2(C4=O)c7ccccc7)c8ccccc8
MMV666102,0.239309041,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.007825213,0.974780142,0.999998927,1,0.99999392,0.895396217,CN(C)c1ccc(cc1)c2nc3cc(N)ccc3[nH]2
MMV666103,1,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.107903741,0.003057431,0.00051168,0.017973917,0.999999285,0.150520322,CCN1C(=Nc2ccccc2C1=O)SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F
MMV666105,1.19,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.219812393,0.002959467,0.000868737,0.000570154,1.18E-05,0.001643375,COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3
MMV666106,1.07,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.0046125,0.002387397,0.000728202,0.000885342,1.92E-07,0.008543075,O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4
MMV666108,1.14,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.055272344,0.00252437,0.000623417,0.00105546,6.48E-05,0.007111929,Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2
MMV666109,2.2902,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.015729422,0.002290537,0.000779885,0.010552625,4.92E-06,0.002411508,CCOC(=O)C1(Cc2ccccc2)CCN(Cc3cccc(OC)c3O)CC1
MMV666110,1.75,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.018886592,0.002374511,0.000572604,0.001128666,0.00023299,0.006252087,CC(CCC(=C)C)N1CCC(CC1)N2CCC(CC2)C(=O)NCCc3ccccc3
MMV666116,0.548,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.006525473,0.002581975,0.000605011,0.000452393,0.999743998,0.016645198,Oc1ccccc1CN2CCC3(CCCN(Cc4ccccc4F)C3)C2
MMV666123,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.395426959,0.002259499,0.000468812,0.001614071,4.13E-06,0.021060137,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3CSCc3nn2c4cccc(Cl)c4
MMV666124,1.12564745,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.009943505,0.002531907,0.000433536,0.0011453,5.19E-05,0.025397777,CC(=O)c1ccc(NC(=O)CSc2nc(ns2)c3ccccc3Cl)cc1
MMV666125,0.381,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.007925851,0.999960423,0.999997735,0.999999881,0.999862075,0.940036322,CC1=C(CC(=O)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3C1=O
MMV666596,0.135,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.997685432,1,0.999999881,0.99994719,0.944060385,CSC1=NC(=Nc2c(C)cccc2C)C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4
MMV666597,0.551,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.853206992,0.004233316,0.000430647,0.000991198,0.999969363,0.051885752,CCCCCCc1cc2C=C(C(=Nc3ccccc3C)Oc2cc1O)c4nc5ccccc5[nH]4
MMV666599,1.051940014,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.006301187,0.00252858,0.000730363,0.003363157,1.08E-05,0.130132772,Brc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1
MMV666600,0.2155,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.429357529,0.999973297,1,1,0.99996984,0.901509398,CCOC(=O)c1c(C)n(c2ccc(Cl)cc2)c3ccc(OC(=O)C=Cc4ccccc4)cc13
MMV666601,0.154,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999986649,1,1,0.999999762,0.929111577,CCOC(=O)C1=C(N=C2SC(=Cc3cc(C)n(c3C)c4ccc(F)cc4)C(=O)N2C1c5cccc(OC)c5OC)c6ccccc6
MMV666604,1.51,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999995112,0.003348367,0.000587678,0.001106557,1.59E-05,0.121740465,CCOC(=O)C1=C(C)N=C2SC(=Cc3ccccc3O)C(=O)N2C1c4ccc(OC)c5ccccc45
MMV666607,0.142,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.998707652,0.999991536,1,0.999931812,0.879791698,[O-][N+](=O)c1ccc(C=NNc2nc3ccccc3[nH]2)cc1
MMV666686,0.814,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.700673342,0.001467737,0.000701808,0.013513771,0.999979377,0.070757442,COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23
MMV666687,0.782,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.613047957,0.001874493,0.000814383,0.003640073,0.999965191,0.02846484,COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23
MMV666688,0.263,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.927276611,0.999996901,1,1,0.999983549,0.918048313,Cc1cc(C=C2SC(=Nc3ccccc3)N(C4CCCC4)C2=O)c(C)n1c5ccc(Cl)cc5
MMV666689,0.532,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.00677163,0.002231702,0.000679211,0.000711284,0.999960184,0.0280788,COc1ccc(Nc2nc(NN=Cc3ccc(O)cc3)nc(Nc4ccc(cc4)[N+](=O)[O-])n2)cc1
MMV666691,0.168,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.998244762,1,1,0.999948502,0.935253268,COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1
MMV666692,0.387,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001656263,0.9994784,1,1,0.999954224,0.926564735,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3csc(C=Cc4ccccc4)n3
MMV666693,0.0238,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999852419,0.999999523,1,0.99997437,0.893939477,COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC
MMV667486,0.191929509,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.992207587,0.999999166,1,0.999996305,0.840959686,CCOc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N
MMV667487,0.045795,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.995199382,1,1,0.999880672,0.955834802,CN(C)c1ccc(cc1)N2C(=NC(=NC2(C)C)N)N
MMV667488,0.373,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.900990307,0.999749959,1,1,0.999993324,0.912645731,C12=C(C=C(C(=O)NCc(cccn3)c3)C(=N)N1CCc(cc4)ccc4OC)C(=O)N(C=CC=C5C)C5=N2
MMV667489,0.939,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.089290559,0.002525503,0.000583763,0.000997926,0.999999642,0.044677748,N1C(c2cccc(cccc3)c23)C(CC=C4)C4c5c1c(Cl)ccc5C(OC)=O
MMV667490,1.79,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.996788383,0.003024628,0.000548389,0.000921807,1.11E-05,0.028412252,C12=C(N=CN(CCCn(ccn3)c3)C1=N)Oc4c(ccc(cccc5)c45)C2c6ccc(OC)c(OC)c6
MMV667491,1.23,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999787748,0.004096499,0.000499272,0.001016343,2.79E-05,0.019536684,C12=C(N=CN(CCCN(C)C)C1=N)Oc3c(ccc(cccc4)c34)C2c5ccc(OC)cc5
MMV667492,1.19,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.01449351,0.004272847,0.000786514,0.001866159,1.18E-05,0.035991046,C1(N(C)N=O)=C(NC2CCCCC2)C(=O)c(cccc3)c3C1=O
MMV668822,4.01,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.058701552,0.002928796,0.000468429,0.001594233,0.000190928,0.077498952,c1[n+](cc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)[O-]
MMV668823,0.16,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.996311486,0.999999285,0.999999762,0.999932289,0.806623618,c1nc(c2n(c1OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)Cl
MMV668824,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002308056,0.005044569,0.000801602,0.000934034,1.74E-06,0.096881091,c1ncc2n(c1CCO)c(nn2)c1ccc(cc1)OC(F)F
MMV668955,8.37,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005209388,0.003161737,0.00072349,0.000954558,8.36E-05,0.016059018,C1NCc2n(C1CCO)c(nn2)c1ccc(cc1)OC(F)F
MMV668956,0.43,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.003784988,0.99981004,1,1,0.99997592,0.87759676,C1(CN(C1)c1cc(c(cc1)F)F)Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV668957,2,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000883226,0.003952819,0.000692985,0.001908375,4.24E-05,0.016092587,c1ncc2n(c1N1CCC(C1)c1ccccc1)c(nn2)c1ccc(cc1)OC(F)F
MMV668959,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.071688876,0.002245331,0.000664285,0.001793497,2.62E-06,0.028465442,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)C1CCOCC1
MMV668960,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005367146,0.002914242,0.000829406,0.001133114,3.99E-05,0.018340402,C1NCc2n(C1)c(nn2)c1ccc(cc1)OC(F)F
MMV668961,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.003082803,0.002437365,0.000591993,0.001795057,1.55E-07,0.004756133,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)C1CCN(CC1)C(C)=O
MMV668962,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.040610496,0.003432542,0.000745037,0.000601001,7.23E-05,0.001043105,C1N(Cc2n(C1)c(nn2)c1ccc(cc1)OC(F)F)C(CN)=O
MMV669002,0.38,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.003438376,0.999836326,0.999998331,1,0.99996531,0.921734748,c1ncc2n(c1C(NCc1ccccc1Cl)=O)c(nn2)c1ccc(cc1)OC(F)F
MMV669006,0.85,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.136400059,0.002527232,0.000565756,0.002496923,0.99999845,0.039535102,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)Nc1cc(c(cc1)F)F
MMV669008,4.96,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005870674,0.003843778,0.000762541,0.000647,0.000194826,0.02474586,N1(CC(C1)Oc1cc(c(cc1)F)F)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV669009,2.63,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.011257621,0.002872579,0.000525293,0.004473371,6.94E-05,0.06429413,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)N1CCCCC1
MMV669021,1.6,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000749644,0.004258508,0.001022313,0.00061199,5.10E-05,0.028262347,c1ncc2n(c1C(=O)N[C@H](c1ccccc1)C)c(nn2)c1ccc(cc1)OC(F)F
MMV669025,4.13,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001659784,0.004406524,0.000575545,0.001529445,0.000204126,0.053900535,C=1\NC(c2n(/C1/OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)=O
MMV669026,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.003832372,0.005400611,0.000801819,0.002101936,1.31E-05,0.0328754,c1ncc2n(c1C(Nc1ncccc1)=O)c(nn2)c1ccc(cc1)OC(F)F
MMV669027,3.17,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002192346,0.004038622,0.000811678,0.002324801,4.51E-06,0.037937002,c1ncc2n(c1C(=O)NCCc1ccccc1)c(nn2)c1ccc(cc1)OC(F)F
MMV669028,0.47,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.062013414,0.999673247,0.999990821,1,0.999999046,0.903701019,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)N1Cc2c(C1)cccc2
MMV669102,6.86,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.999871612,0.005356557,0.000676202,0.000862579,6.59E-05,0.08885653,c1nc(c2n(c1OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)N(CC)CC
MMV669103,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.365385264,0.0047995,0.000814671,0.001567607,9.14E-06,0.006466111,N(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)S(Cc1ccc(cc1)C(F)(F)F)(=O)=O
MMV669105,1.06,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.014369782,0.00493058,0.000741837,0.001018534,0.000106151,0.034983428,c1ncc2n(c1C(=O)N(Cc1cc(ccc1)Cl)C)c(nn2)c1ccc(cc1)OC(F)F
MMV669304,0.28,ACTIVE,INACTIVE,ACTIVE,ACTIVE,0.017575977,0.99933356,1,0.999999881,0.999996662,0.855552676,c1(ccccc1)CCCc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV669305,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001100039,0.004580982,0.000588972,0.001070272,1.23E-05,0.020464769,c1(CCN2CCOCC2)cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV669310,8.76,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001447356,0.003020003,0.000724572,0.001248247,0.00026035,0.011796361,c1(ccccc1)CCCC1CNCc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV669311,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000429949,0.004054662,0.000510582,0.001149244,8.11E-05,0.008121348,c1nc(c2n(c1OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)N
MMV669312,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.0004339,0.004523403,0.000607352,0.000987922,2.51E-05,0.040167251,c1ncc2n(c1CCN1Cc3c(C1)cccc3)c(nn2)c1ccc(cc1)OC(F)F
MMV669353,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001454174,0.004141415,0.000695794,0.000749512,0.000123354,0.018012832,N1(CC(C1)c1ccccc1)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV669360,0.36,ACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001966669,0.999761283,1,0.999973059,0.999981165,0.895029742,c1ncc2n(c1COCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV669541,6.92,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.085326433,0.005461644,0.00060194,0.000984923,7.76E-05,0.068756251,c1nc(c2n(c1OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)C
MMV669543,0.28,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.001771783,0.999053657,0.999995112,1,0.999988556,0.892009332,c1c(ccc(c1F)F)CNC(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)=O
MMV669544,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001746713,0.004247401,0.000830073,0.001030178,3.80E-05,0.017571297,c1(C(NCc2cncc3n2c(nn3)c2ccc(cc2)OC(F)F)=O)cc(ccc1)Cl
MMV669784,2.96,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.00631736,0.005461488,0.000548144,0.000259572,3.85E-05,0.083286961,c1ncc2n(c1Oc1ccc(cc1)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV669849,3.74,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.003859767,0.00555356,0.001188247,0.001629432,6.09E-06,0.07776702,c1ncc2nnc(n2c1C(Nc1ccc(cc1)F)=O)c1ccc(cc1)OC(F)F
MMV669850,0.65,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.003981992,0.005426344,0.001057698,0.000637953,0.999988914,0.170568438,c1ncc2nnc(n2c1C(Nc1ccc(c(c1)F)F)=O)c1ccc(cc1)OC(F)F
MMV670243,0.32,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.023853518,0.999731362,0.999998927,0.999999166,0.999996662,0.918579406,c1ncc2n(c1CCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV670249,2.05,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.017863022,0.002544008,0.000624596,0.003026905,0.000158819,0.028964981,c1ncc2nnc(n2c1OCCc1ccc(c(c1)F)F)N1CCc2c1ccc(c2)F
MMV670438,0.4833,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.108532883,0.999802649,0.999999762,1,0.999966145,0.939688801,C1(COC1)(COc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)c1cc(c(cc1)F)F
MMV670659,0.1147,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.999790847,0.997426093,0.999993324,0.999999881,0.999984741,0.835274712,c1ncc2n(c1Oc1cc3c(cc1)cccc3)c(nn2)c1ccc(cc1)OC(F)F
MMV670762,10,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001769746,0.005823884,0.001142586,0.001834136,0.000130698,0.097083306,c1ncc2n(c1OCC(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV670763,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.583202541,0.004037359,0.001122839,0.001333865,6.20E-05,0.132409822,[C@H](COc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)(c1cc(c(cc1)F)F)NC
MMV670764,0.3829,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.00175017,0.997804821,0.999999881,1,0.999867558,0.827601898,c1ncc2n(c1Oc1ccc(cc1)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV670765,0.4551,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.119556688,0.994434297,1,0.999999762,0.999949455,0.64792354,c1ncc2n(c1Oc1cc(c(cc1)Cl)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV670768,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001653227,0.005587736,0.000957937,0.001006038,8.20E-05,0.013077504,c1ncc2n(c1C(=O)N1CCc3c1ccc(c3)F)c(nn2)c1ccc(cc1)OC(F)F
MMV670934,9.635,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002002796,0.005102955,0.000792563,0.000762647,9.54E-06,0.010133464,c1ncc2n(c1Nc1ccc(c(c1)Cl)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV670935,3.066,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.009607701,0.005708662,0.000338633,0.000168661,3.83E-05,0.056556926,c1ncc2n(c1Oc1cccc(c1)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV670945,0.03382,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.999098301,0.997854054,0.999999404,0.999999881,0.999907017,0.819005314,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)OCCc1cc(c(cc1)F)F
MMV670946,0.5207,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.005569087,0.003258041,0.000813745,0.000808509,0.999999642,0.061401973,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)OCc1cc(c(cc1)F)F
MMV670949,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001063295,0.002070569,0.000522892,0.000564156,1.23E-05,0.050562003,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)NCc1cc(c(cc1)F)F
MMV671647,0.6133,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.999969363,0.004748437,0.001287284,0.00738883,0.999997735,0.068975946,c1ncc2n(c1OCC(c1cc(c(cc1)F)F)N1CCOCC1)c(nn2)c1ccc(cc1)OC(F)F
MMV671648,0.738,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.93919313,0.004354486,0.000649761,0.000180411,0.999828458,0.189053515,c1ncc2n(c1Oc1ccc(cc1)C(C)(C)C)c(nn2)c1ccc(cc1)OC(F)F
MMV671649,2.581,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002241978,0.004757375,0.00073141,0.000400818,1.38E-05,0.049075651,c1ncc2n(c1Oc1cc3c(cc1)CCCC3)c(nn2)c1ccc(cc1)OC(F)F
MMV671650,0.5973,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.057541408,0.006036686,0.000318002,0.000117473,0.999964833,0.091433677,c1ncc2n(c1Oc1cc(c(cc1)Cl)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV671651,0.2785,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.043115955,0.998847723,0.999999881,1,0.999989152,0.824295921,c1ncc2n(c1OC[C@@H](c1cc(c(cc1)F)F)N)c(nn2)c1ccc(cc1)OC(F)F
MMV671652,0.5697,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.000584915,0.004565745,0.001215894,0.002858239,0.999997258,0.055576241,c1ncc2n(c1N[C@H](c1cc(c(cc1)F)F)CO)c(nn2)c1ccc(cc1)OC(F)F
MMV671653,6.721,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000895313,0.004663253,0.000619751,0.00021867,0.000266498,0.018539662,c1ncc2n(c1n1ncc(c1)c1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV671654,5.576,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.003089342,0.005576476,0.000634039,0.000735195,2.46E-05,0.034824678,c1ncc2n(c1C(=O)Nc1ccc(cc1Cl)F)c(nn2)c1ccc(cc1)OC(F)F
MMV671655,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001683859,0.00333586,0.00076269,0.001135939,9.72E-05,0.066808347,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)Nc1ccc(c(c1)F)F
